number,corrected_refusals,kl,p.direction_scope,p.direction_index,p.attn.o_proj.max_weight,p.attn.o_proj.max_weight_position,p.attn.o_proj.min_weight,p.attn.o_proj.min_weight_distance,p.mlp.down_proj.max_weight,p.mlp.down_proj.max_weight_position,p.mlp.down_proj.min_weight,p.mlp.down_proj.min_weight_distance,direction_index_eff,abl_params,duration_s
106,95,0.001761964289471507,global,21.481631609551506,1.3912937937168781,35.68687618846022,0.2240991840676438,15.214513745655612,0.2390049786130129,42.37641316529866,0.6575783107174077,21.425279911902354,21.481631609551506,"{""attn.o_proj"": {""max_weight"": 1.3912937937168781, ""max_weight_position"": 35.68687618846022, ""min_weight"": 0.31178780397032907, ""min_weight_distance"": 15.214513745655612}, ""mlp.down_proj"": {""max_weight"": 0.2390049786130129, ""max_weight_position"": 42.37641316529866, ""min_weight"": 0.15716449008939518, ""min_weight_distance"": 21.425279911902354}}",13.966884
107,19,0.09792789816856384,per layer,18.877804475149883,1.3527658502994786,30.822079893802567,0.9452487670695502,26.55802396030078,0.36213668041718755,30.978463961909068,0.08314134038552448,16.512546876425546,,"{""attn.o_proj"": {""max_weight"": 1.3527658502994786, ""max_weight_position"": 30.822079893802567, ""min_weight"": 1.2787002521293738, ""min_weight_distance"": 26.55802396030078}, ""mlp.down_proj"": {""max_weight"": 0.36213668041718755, ""max_weight_position"": 30.978463961909068, ""min_weight"": 0.030108529012649286, ""min_weight_distance"": 16.512546876425546}}",14.400214
108,20,0.10436370968818665,per layer,19.32138262330981,1.3474767584385137,29.70886978523155,0.869699166134585,24.63389065655675,0.24854333861128813,29.595767385598535,0.19242753424483372,19.12972183008065,,"{""attn.o_proj"": {""max_weight"": 1.3474767584385137, ""max_weight_position"": 29.70886978523155, ""min_weight"": 1.171899413199709, ""min_weight_distance"": 24.63389065655675}, ""mlp.down_proj"": {""max_weight"": 0.24854333861128813, ""max_weight_position"": 29.595767385598535, ""min_weight"": 0.04782658180194895, ""min_weight_distance"": 19.12972183008065}}",14.504071
109,1,0.5333812832832336,per layer,26.912238094368167,1.2648493113104178,31.71655899227403,0.03438412655697984,26.689072790185676,1.2875586281263065,29.83812855622304,0.9395936376293748,24.437487524536042,,"{""attn.o_proj"": {""max_weight"": 1.2648493113104178, ""max_weight_position"": 31.71655899227403, ""min_weight"": 0.04349073879560619, ""min_weight_distance"": 26.689072790185676}, ""mlp.down_proj"": {""max_weight"": 1.2875586281263065, ""max_weight_position"": 29.83812855622304, ""min_weight"": 1.2097818950622836, ""min_weight_distance"": 24.437487524536042}}",14.628896
110,40,0.050050389021635056,per layer,21.109971856248016,1.333130078172875,34.43569875909773,0.941309443418013,23.050719476115134,0.13324901821023766,36.13447744561425,0.0006569886438657913,11.903965849445406,,"{""attn.o_proj"": {""max_weight"": 1.333130078172875, ""max_weight_position"": 34.43569875909773, ""min_weight"": 1.2548879318887212, ""min_weight_distance"": 23.050719476115134}, ""mlp.down_proj"": {""max_weight"": 0.13324901821023766, ""max_weight_position"": 36.13447744561425, ""min_weight"": 8.754309177039216e-05, ""min_weight_distance"": 11.903965849445406}}",14.08285
111,38,0.013758628629148006,global,25.352349450553426,1.3848059502137717,37.33016914264343,0.838095922866851,23.894666101720002,0.9143610715145053,41.87916034183793,0.035532499866117055,27.590369495625787,25.352349450553426,"{""attn.o_proj"": {""max_weight"": 1.3848059502137717, ""max_weight_position"": 37.33016914264343, ""min_weight"": 1.1606002208359174, ""min_weight_distance"": 23.894666101720002}, ""mlp.down_proj"": {""max_weight"": 0.9143610715145053, ""max_weight_position"": 41.87916034183793, ""min_weight"": 0.032489534651171804, ""min_weight_distance"": 27.590369495625787}}",14.361647
112,77,0.005347180180251598,global,30.249713691733863,1.1904796928618953,42.258709296137255,0.9900255936824548,27.380457388636586,0.743272676403166,43.50347901781419,0.007477796772849675,23.177374495660537,30.249713691733863,"{""attn.o_proj"": {""max_weight"": 1.1904796928618953, ""max_weight_position"": 42.258709296137255, ""min_weight"": 1.1786053646925043, ""min_weight_distance"": 27.380457388636586}, ""mlp.down_proj"": {""max_weight"": 0.743272676403166, ""max_weight_position"": 43.50347901781419, ""min_weight"": 0.005558042020954935, ""min_weight_distance"": 23.177374495660537}}",14.162614
113,53,0.009158880449831486,global,25.465755459049266,1.313461900386301,35.89008049808519,0.9365564597361616,17.23838953908704,0.7569660336772368,45.50526419762127,0.06208563970770706,26.780864508775338,25.465755459049266,"{""attn.o_proj"": {""max_weight"": 1.313461900386301, ""max_weight_position"": 35.89008049808519, ""min_weight"": 1.2301312274241252, ""min_weight_distance"": 17.23838953908704}, ""mlp.down_proj"": {""max_weight"": 0.7569660336772368, ""max_weight_position"": 45.50526419762127, ""min_weight"": 0.04699672043785697, ""min_weight_distance"": 26.780864508775338}}",14.222785
114,95,0.010292929597198963,global,19.801709718467293,1.256881159986974,36.98590732394433,0.9486025402607714,16.744943878904664,0.8401570529916478,46.13883079409493,0.08421436640209579,28.172573037694242,19.801709718467293,"{""attn.o_proj"": {""max_weight"": 1.256881159986974, ""max_weight_position"": 36.98590732394433, ""min_weight"": 1.1922806611695487, ""min_weight_distance"": 16.744943878904664}, ""mlp.down_proj"": {""max_weight"": 0.8401570529916478, ""max_weight_position"": 46.13883079409493, ""min_weight"": 0.07075329389594363, ""min_weight_distance"": 28.172573037694242}}",14.157118
115,4,0.4259492754936218,per layer,20.87708539939227,1.1287126729632186,34.793870954799026,0.24793614614423437,18.33264446750154,1.429716736170479,31.039948253261034,0.5935752291286418,27.13230350862458,,"{""attn.o_proj"": {""max_weight"": 1.1287126729632186, ""max_weight_position"": 34.793870954799026, ""min_weight"": 0.279848670238658, ""min_weight_distance"": 18.33264446750154}, ""mlp.down_proj"": {""max_weight"": 1.429716736170479, ""max_weight_position"": 31.039948253261034, ""min_weight"": 0.848644439261446, ""min_weight_distance"": 27.13230350862458}}",14.681303
