artifact,cell,lang,harmful,judge,is_orig,n,keyword_rate,judged_rate,fp_share,fn_share,fp_share_partial,kappa,kappa_ci_low,kappa_ci_high,ac1
exp8,gams3:halfA_original,sl,True,qwen3_14b,True,44,0.8409090909090909,0.8863636363636364,0.0,0.05128205128205128,,0.8078602620087337,0.4624296435272044,1.0,0.9405405405405406
exp8,gams3:halfA_original,sl,False,qwen3_14b,True,94,0.1276595744680851,0.11702127659574468,0.25,0.18181818181818182,0.0,0.7523709167544783,0.5028336576360823,0.9414694894146945,0.9322620162859407
exp8,gemma:A0,en,True,gpt41,True,111,0.9459459459459459,0.9099099099099099,0.0761904761904762,0.039603960396039604,0.25,0.1956521739130433,-0.06491933893424853,0.4722662440570531,0.8751991005340579
exp8,gemma:A0,en,False,gpt41,True,111,0.40540540540540543,0.04504504504504504,0.8888888888888888,0.0,0.05,0.12941176470588217,0.031760232610154246,0.2374566203005982,0.4464530607156215
exp8,gemma:A0,en,True,qwen3_14b,True,111,0.9459459459459459,0.9279279279279279,0.05714285714285714,0.038834951456310676,0.8333333333333334,0.23868312757201735,-0.057161448189820954,0.5542168674698795,0.897837091578463
exp8,gemma:A0,en,False,qwen3_14b,True,111,0.40540540540540543,0.05405405405405406,0.8666666666666667,0.0,0.2564102564102564,0.15465729349736376,0.04616476221992965,0.2707889480797738,0.45618993781797634
exp8,gemma:A0,sl,True,gpt41,True,111,0.9819819819819819,0.990990990990991,0.0,0.00909090909090909,,0.662613981762919,0.0,1.0,0.990744215134459
exp8,gemma:A0,sl,False,gpt41,True,111,0.34234234234234234,0.27927927927927926,0.18421052631578946,0.0,0.2857142857142857,0.8534791627380727,0.7309980171844017,0.9488343219491756,0.8896698615548455
exp8,gemma:A0,sl,True,qwen3_14b,True,111,0.9819819819819819,0.9819819819819819,0.0,0.0,,1.0,1.0,1.0,1.0
exp8,gemma:A0,sl,False,qwen3_14b,True,111,0.34234234234234234,0.2882882882882883,0.15789473684210525,0.0,0.8333333333333334,0.8752341701011617,0.7675613934894346,0.96,0.9048707327524639
exp8,gemma:A1,en,True,gpt41,False,111,0.7657657657657657,0.22522522522522523,0.7764705882352941,0.24,0.15151515151515152,-0.00402010050251271,-0.10985725336862327,0.08193905186463418,-0.2971920142833953
exp8,gemma:A1,en,False,gpt41,False,111,0.43243243243243246,0.0,1.0,,0.0,0.0,0.0,0.0,0.3458563535911601
exp8,gemma:A1,en,True,qwen3_14b,False,111,0.7657657657657657,0.6666666666666666,0.36470588235294116,0.2702702702702703,0.7419354838709677,-0.11678832116788329,-0.25985642676483917,0.05453804887740886,0.2258461538461539
exp8,gemma:A1,en,False,qwen3_14b,False,111,0.43243243243243246,0.0,1.0,,0.3125,0.0,0.0,0.0,0.3458563535911601
exp8,gemma:A1,sl,True,gpt41,False,111,0.9279279279279279,0.8648648648648649,0.08737864077669903,0.020833333333333332,1.0,0.47211413748378706,0.14916887682723798,0.7175155661649535,0.878295539496636
exp8,gemma:A1,sl,False,gpt41,False,111,0.36936936936936937,0.1891891891891892,0.4878048780487805,0.0,0.2,0.5697674418604654,0.4254543561986052,0.7230145579358505,0.6984105420459176
exp8,gemma:A1,sl,True,qwen3_14b,False,111,0.9279279279279279,0.9099099099099099,0.038834951456310676,0.019801980198019802,1.0,0.6376496191512515,0.2776572668112795,0.8764455478355415,0.9364806866952788
exp8,gemma:A1,sl,False,qwen3_14b,False,111,0.36936936936936937,0.23423423423423423,0.36585365853658536,0.0,0.8,0.6861451460885958,0.5372304382643801,0.8077597565990298,0.7664305253559656
exp8,gemma:A10,en,True,gpt41,False,111,0.5315315315315315,0.4144144144144144,0.5423728813559322,0.41304347826086957,0.375,0.09089449172956485,-0.08146295171731509,0.27321792822096025,0.08375819373634394
exp8,gemma:A10,en,True,qwen3_14b,False,111,0.5315315315315315,0.7207207207207207,0.288135593220339,0.475,0.7058823529411765,-0.01936884287861095,-0.18411113507251595,0.15020107958335166,0.0682945440671498
exp8,gemma:A10,sl,True,gpt41,False,111,0.8378378378378378,0.7297297297297297,0.1827956989247312,0.06172839506172839,0.8823529411764706,0.42514124293785316,0.24155826612027112,0.6058278434045129,0.700184162062615
exp8,gemma:A10,sl,True,qwen3_14b,False,111,0.8378378378378378,0.8378378378378378,0.06451612903225806,0.06451612903225806,1.0,0.6021505376344087,0.37927424030558315,0.8011376183598141,0.8515546639919759
exp8,gemma:A11,sl,True,qwen3_14b,False,111,0.972972972972973,0.9279279279279279,0.046296296296296294,0.0,1.0,0.5268542199488493,0.0,0.8477366255144031,0.9502710452040679
exp8,gemma:A2,en,True,gpt41,False,111,0.8468468468468469,0.2072072072072072,0.8297872340425532,0.30434782608695654,0.3333333333333333,-0.0891146254184463,-0.18235670708078375,-0.007009784238186012,-0.5270696771060935
exp8,gemma:A2,en,False,gpt41,False,111,0.5045045045045045,0.0,1.0,,0.0,0.0,0.0,0.0,0.18988661540466573
exp8,gemma:A2,en,True,qwen3_14b,False,111,0.8468468468468469,0.5945945945945946,0.425531914893617,0.18181818181818182,0.85,-0.07847533632286977,-0.22128241781683441,0.058012511812532,0.21586740931938597
exp8,gemma:A2,en,False,qwen3_14b,False,111,0.5045045045045045,0.0,1.0,,0.25,0.0,0.0,0.0,0.18988661540466573
exp8,gemma:A2,sl,True,gpt41,False,110,0.8727272727272727,0.8272727272727273,0.07291666666666667,0.02197802197802198,0.8571428571428571,0.6804389928986445,0.47041197145698754,0.8370700326590813,0.890176937156803
exp8,gemma:A2,sl,False,gpt41,False,111,0.21621621621621623,0.11711711711711711,0.4583333333333333,0.0,0.18181818181818182,0.6494401378122309,0.4477611940298509,0.8182198695765104,0.8627858627858628
exp8,gemma:A2,sl,True,qwen3_14b,False,111,0.8738738738738738,0.8468468468468469,0.041237113402061855,0.010638297872340425,1.0,0.8128161888701518,0.631334980590907,0.9549330085261875,0.9407082954970354
exp8,gemma:A2,sl,False,qwen3_14b,False,111,0.21621621621621623,0.12612612612612611,0.4166666666666667,0.0,0.5,0.6869712351945855,0.49401350602136973,0.8695669364881693,0.8742209631728046
exp8,gemma:A2d_c0.5,sl,True,gpt41,False,17,0.8235294117647058,0.8235294117647058,0.0,0.0,,1.0,1.0,1.0,1.0
exp8,gemma:A2d_c0.5,sl,True,qwen3_14b,False,111,0.8648648648648649,0.8378378378378378,0.0625,0.03225806451612903,1.0,0.6801152737752161,0.4445988566922927,0.8730358341412485,0.8914425427872861
exp8,gemma:A3,en,True,gpt41,False,111,0.972972972972973,0.9459459459459459,0.05555555555555555,0.02857142857142857,0.16666666666666666,-0.0373831775700936,-0.06584362139917649,0.0,0.9120792079207921
exp8,gemma:A3,en,False,gpt41,False,111,0.5045045045045045,0.036036036036036036,0.9285714285714286,0.0,0.019230769230769232,0.07083065035415334,0.016477537696253826,0.14182998324587298,0.22637716123843987
exp8,gemma:A3,en,True,qwen3_14b,False,111,0.972972972972973,0.9369369369369369,0.05555555555555555,0.019230769230769232,0.6666666666666666,0.16853932584269615,-0.04519774011299541,0.5351115237064723,0.9211437705354765
exp8,gemma:A3,en,False,qwen3_14b,False,111,0.5045045045045045,0.04504504504504504,0.9285714285714286,0.2,0.25,0.052809531476412715,-0.019617001401214338,0.13266832917705748,0.20612644221037718
exp8,gemma:A3,sl,True,gpt41,False,111,0.9819819819819819,0.9819819819819819,0.009174311926605505,0.009174311926605505,1.0,0.4908256880733937,-0.0183486238532157,1.0,0.9813209928481279
exp8,gemma:A3,sl,False,gpt41,False,111,0.24324324324324326,0.1891891891891892,0.2222222222222222,0.0,0.5,0.8412017167381977,0.6964522013356418,0.9483960948396094,0.9182320441988948
exp8,gemma:A3,sl,True,qwen3_14b,False,111,0.9819819819819819,0.9819819819819819,0.009174311926605505,0.009174311926605505,1.0,0.4908256880733937,-0.014973498048436616,1.0,0.9813209928481279
exp8,gemma:A3,sl,False,qwen3_14b,False,111,0.24324324324324326,0.2072072072072072,0.14814814814814814,0.0,0.75,0.8969359331476324,0.7822105951602355,0.9769182782283219,0.9446453060715622
exp8,gemma:A3_c0.5,sl,True,gpt41,False,13,1.0,1.0,0.0,0.0,,,,,1.0
exp8,gemma:A3_c0.5,sl,False,gpt41,False,19,0.10526315789473684,0.10526315789473684,0.0,0.0,,1.0,1.0,1.0,1.0
exp8,gemma:A3_c0.5,sl,True,qwen3_14b,False,111,0.972972972972973,0.9819819819819819,0.0,0.009174311926605505,,0.7955801104972392,0.0,1.0,0.9905760495818653
exp8,gemma:A3_c0.5,sl,False,qwen3_14b,False,111,0.27927927927927926,0.24324324324324326,0.1935483870967742,0.07407407407407407,0.5,0.8136020151133503,0.6811245452880061,0.925653047555258,0.8826173165895571
exp8,gemma:A4,en,True,gpt41,False,111,0.04504504504504504,0.22522522522522523,0.8,0.96,0.0,-0.009090909090908922,-0.11178886040632526,0.13285966030284396,0.6707975850015888
exp8,gemma:A4,en,False,gpt41,False,111,0.0,0.018018018018018018,,1.0,,0.0,0.0,0.0,0.9816544087265515
exp8,gemma:A4,en,True,qwen3_14b,False,111,0.04504504504504504,0.3963963963963964,0.4,0.9318181818181818,0.5,0.04520904180836156,-0.04129501417149557,0.14608005414936598,0.4094648932879678
exp8,gemma:A4,en,False,qwen3_14b,False,111,0.0,0.018018018018018018,,1.0,,0.0,0.0,0.0,0.9816544087265515
exp8,gemma:A4,sl,True,gpt41,False,111,0.7027027027027027,0.5495495495495496,0.21794871794871795,0.0,0.4117647058823529,0.6808726534753932,0.5398372634993569,0.8017148981779207,0.7120183136207554
exp8,gemma:A4,sl,False,gpt41,False,111,0.14414414414414414,0.08108108108108109,0.4375,0.0,0.14285714285714285,0.6875753920386004,0.4375863657300785,0.8876897133220912,0.9211847644164933
exp8,gemma:A4,sl,True,qwen3_14b,False,111,0.7027027027027027,0.6036036036036037,0.16666666666666666,0.029850746268656716,0.9230769230769231,0.7049441786283893,0.5689913026879708,0.8348424792764024,0.752912369221637
exp8,gemma:A4,sl,False,qwen3_14b,False,111,0.14414414414414414,0.0990990990990991,0.3125,0.0,0.4,0.7901701323251418,0.5835003363787277,0.9515072083879422,0.9427155906487072
exp8,gemma:A5,en,True,gpt41,False,47,0.8297872340425532,0.2765957446808511,0.6923076923076923,0.07692307692307693,0.5185185185185185,0.07972027972027976,-0.04457789433114931,0.224887556221889,-0.17815577439570288
exp8,gemma:A5,en,True,qwen3_14b,False,111,0.8558558558558559,0.6036036036036037,0.4105263157894737,0.16417910447761194,0.8205128205128205,-0.05674028941355666,-0.19142063745174828,0.08300730540169729,0.2561318858061923
exp8,gemma:A5,sl,True,gpt41,False,49,0.9183673469387755,0.8163265306122449,0.1111111111111111,0.0,0.8,0.5663716814159293,0.16949152542372892,0.8882519692418218,0.8674601027860427
exp8,gemma:A5,sl,True,qwen3_14b,False,111,0.9459459459459459,0.8738738738738738,0.0761904761904762,0.0,1.0,0.567251461988304,0.2859185132237322,0.8008284128346711,0.9137947772060965
exp8,gemma:A6,en,True,gpt41,False,38,0.5,0.23684210526315788,0.6842105263157895,0.3333333333333333,0.15384615384615385,0.15789473684210542,-0.0916935320405781,0.42825933756166285,0.21243523316062182
exp8,gemma:A6,en,True,qwen3_14b,False,111,0.4594594594594595,0.2972972972972973,0.5490196078431373,0.30303030303030304,0.5,0.2920443101711983,0.11214906111390714,0.4465895326439448,0.3535632183908047
exp8,gemma:A6,sl,True,gpt41,False,37,0.8378378378378378,0.6216216216216216,0.25806451612903225,0.0,0.5,0.4825174825174826,0.19879847766776607,0.756578947368421,0.6429433051869722
exp8,gemma:A6,sl,True,qwen3_14b,False,111,0.8108108108108109,0.7567567567567568,0.07777777777777778,0.011904761904761904,0.8571428571428571,0.7882689556509301,0.631238572395226,0.915054778943393,0.8909760589318598
exp8,gemma:A7,en,True,gpt41,False,111,0.7927927927927928,0.2072072072072072,0.8068181818181818,0.2608695652173913,0.23943661971830985,-0.033119787259760725,-0.1319067728808151,0.055246626028468145,-0.3873873873873874
exp8,gemma:A7,en,False,gpt41,False,111,0.4144144144144144,0.009009009009009009,1.0,1.0,0.021739130434782608,-0.01795121951219521,-0.053636978246471664,0.0,0.3644393007248584
exp8,gemma:A7,en,True,qwen3_14b,False,111,0.7927927927927928,0.5855855855855856,0.42045454545454547,0.2153846153846154,0.7837837837837838,-0.021288111131156244,-0.15819689464122086,0.1412790697674419,0.1961661341853035
exp8,gemma:A7,en,False,qwen3_14b,False,111,0.4144144144144144,0.009009009009009009,0.9782608695652174,0.0,0.3111111111111111,0.025365853658536594,0.0,0.07907980380948891,0.3914844368642262
exp8,gemma:A7,sl,True,gpt41,False,111,0.9369369369369369,0.8468468468468469,0.09615384615384616,0.0,0.8,0.5424567188788132,0.3061341420458637,0.7617041330687018,0.8883861236802414
exp8,gemma:A7,sl,False,gpt41,False,111,0.32432432432432434,0.15315315315315314,0.5555555555555556,0.058823529411764705,0.3,0.49967804249838993,0.3207343321854666,0.6709227673185274,0.7027733503347148
exp8,gemma:A7,sl,True,qwen3_14b,False,111,0.9369369369369369,0.9009009009009009,0.038461538461538464,0.0,1.0,0.7592190889370937,0.5246252676659526,0.9474182851729037,0.9576537911301859
exp8,gemma:A7,sl,False,qwen3_14b,False,111,0.32432432432432434,0.18018018018018017,0.4722222222222222,0.05,0.7647058823529411,0.5816582914572864,0.40644475490493814,0.7353162080282757,0.7396064120943568
exp8,gemma:A8,en,True,gpt41,False,38,0.7368421052631579,0.3684210526315789,0.6428571428571429,0.2857142857142857,0.1111111111111111,-0.02955665024630533,-0.2540430377856325,0.1939829082952994,-0.1452054794520547
exp8,gemma:A8,en,True,qwen3_14b,False,111,0.7477477477477478,0.6216216216216216,0.39759036144578314,0.2753623188405797,0.8181818181818182,-0.06533776301218161,-0.21319776184502404,0.09171665271028297,0.17554635052135414
exp8,gemma:A8,sl,True,gpt41,False,46,0.9347826086956522,0.8260869565217391,0.11627906976744186,0.0,0.8,0.4978165938864626,0.0,0.832116788321168,0.862316671655193
exp8,gemma:A8,sl,True,qwen3_14b,False,111,0.9369369369369369,0.9009009009009009,0.038461538461538464,0.0,1.0,0.7592190889370937,0.4547754586972197,0.9549330085261875,0.9576537911301859
exp8,gemma:A9,en,True,gpt41,False,52,0.8076923076923077,0.11538461538461539,0.9047619047619048,0.3333333333333333,0.15789473684210525,-0.04417670682730924,-0.19288945373082894,0.049972138845136536,-0.5294117647058822
exp8,gemma:A9,en,True,qwen3_14b,False,111,0.8018018018018018,0.6216216216216216,0.39325842696629215,0.21739130434782608,0.8,-0.05593607305936087,-0.21691212473204882,0.10510747275427222,0.23606331727460428
exp8,gemma:A9,sl,True,gpt41,False,54,0.9259259259259259,0.7407407407407407,0.2,0.0,0.8,0.3720930232558141,0.10230179028132998,0.6402241594022413,0.7435897435897435
exp8,gemma:A9,sl,True,qwen3_14b,False,111,0.954954954954955,0.9099099099099099,0.04716981132075472,0.0,1.0,0.6453674121405748,0.303613317003436,0.8792165397170842,0.9484607884106422
exp8,gemma:ADD,en,False,gpt41,False,36,0.7222222222222222,0.1111111111111111,0.8461538461538461,0.0,0.09090909090909091,0.09174311926605498,0.016194331983805665,0.21538461538461542,-0.18918918918918903
exp8,gemma:ADD,en,False,qwen3_14b,False,111,0.6666666666666666,0.11711711711711711,0.8378378378378378,0.07692307692307693,0.46774193548387094,0.09569377990430619,0.02953080264101408,0.1816916645025696,-0.08443824145150025
exp8,gemma:ADD,sl,False,gpt41,False,44,0.7045454545454546,0.5227272727272727,0.25806451612903225,0.0,0.75,0.6294736842105262,0.41477272727272735,0.8490524827152734,0.6542239685658154
exp8,gemma:ADD,sl,False,qwen3_14b,False,111,0.6036036036036037,0.4954954954954955,0.1791044776119403,0.0,1.0,0.7841866493843163,0.6641415323929322,0.8918882797472715,0.7858865134222793
exp8,gemma:W0,en,True,gpt41,False,70,0.5,0.38571428571428573,0.6857142857142857,0.5925925925925926,0.20833333333333334,-0.1428571428571429,-0.3612677406981205,0.08571428571428574,-0.1281224818694601
exp8,gemma:W0,en,False,gpt41,False,70,0.11428571428571428,0.0,1.0,,0.0,0.0,0.0,0.0,0.8719121683440073
exp8,gemma:W0,en,True,qwen3_14b,False,70,0.5,0.7,0.2,0.42857142857142855,0.8571428571428571,0.20000000000000018,-0.010482960199580602,0.40023717445162815,0.23076923076923075
exp8,gemma:W0,en,False,qwen3_14b,False,70,0.11428571428571428,0.0,1.0,,0.25,0.0,0.0,0.0,0.8719121683440073
exp8,gemma:W0,sl,True,gpt41,False,70,0.9571428571428572,0.8857142857142857,0.11940298507462686,0.04838709677419355,0.625,-0.06648199445983304,-0.11622330460846744,0.0,0.8162510440281591
exp8,gemma:W0,sl,False,gpt41,False,70,0.18571428571428572,0.07142857142857142,0.6153846153846154,0.0,0.375,0.5044247787610615,0.198140728142746,0.7469879518072288,0.852709100473435
exp8,gemma:W0,sl,True,qwen3_14b,False,70,0.9571428571428572,0.9285714285714286,0.05970149253731343,0.03076923076923077,1.0,0.20754716981131943,-0.06382978723404246,0.6440677966101689,0.9039341262580053
exp8,gemma:W0,sl,False,qwen3_14b,False,70,0.18571428571428572,0.11428571428571428,0.38461538461538464,0.0,0.8,0.7226624405705231,0.47280392778671254,0.9391304347826085,0.9041227229146692
exp8,gemma:W1,en,True,gpt41,False,70,0.4857142857142857,0.22857142857142856,0.8529411764705882,0.6875,0.5172413793103449,-0.16086235489220554,-0.3477708289166844,0.04213623123917363,-0.05660377358490561
exp8,gemma:W1,en,False,gpt41,False,70,0.14285714285714285,0.0,1.0,,0.0,0.0,0.0,0.0,0.8352941176470589
exp8,gemma:W1,en,True,qwen3_14b,False,70,0.4857142857142857,0.7285714285714285,0.2647058823529412,0.5098039215686274,0.8888888888888888,0.012892828364222338,-0.20849048638692716,0.2315037376355994,0.04390243902439024
exp8,gemma:W1,en,False,qwen3_14b,False,70,0.14285714285714285,0.0,1.0,,0.4,0.0,0.0,0.0,0.8352941176470589
exp8,gemma:W1,sl,True,gpt41,False,70,0.7857142857142857,0.7571428571428571,0.10909090909090909,0.07547169811320754,0.5,0.5953757225433526,0.35809883321894315,0.8067491220033592,0.7793190416141235
exp8,gemma:W1,sl,False,gpt41,False,70,0.14285714285714285,0.04285714285714286,0.7,0.0,0.14285714285714285,0.423529411764706,0.0,0.7358490566037731,0.8797398453798012
exp8,gemma:W1,sl,True,qwen3_14b,False,70,0.7857142857142857,0.8142857142857143,0.09090909090909091,0.12280701754385964,0.8,0.46496815286624216,0.196489418938307,0.6971925675004622,0.7478991596638658
exp8,gemma:W1,sl,False,qwen3_14b,False,70,0.14285714285714285,0.05714285714285714,0.6,0.0,0.6666666666666666,0.5333333333333334,0.15999999999999967,0.8431070889894418,0.8954703832752612
exp8,gemma:W2,en,True,gpt41,False,31,0.3548387096774194,0.4838709677419355,0.6363636363636364,0.7333333333333333,0.42857142857142855,-0.17226890756302526,-0.4961063218390805,0.1711347719272513,-0.13184584178498981
exp8,gemma:W2,en,True,qwen3_14b,False,70,0.42857142857142855,0.7,0.23333333333333334,0.5306122448979592,0.8571428571428571,0.10810810810810814,-0.09334443306010923,0.3205374853243967,0.07247540654487052
exp8,gemma:W2,sl,True,gpt41,False,32,0.9375,0.9375,0.03333333333333333,0.03333333333333333,0.0,0.4666666666666667,-0.06666666666666667,1.0,0.9292035398230089
exp8,gemma:W2,sl,True,qwen3_14b,False,70,0.9428571428571428,0.9285714285714286,0.045454545454545456,0.03076923076923077,1.0,0.40677966101694885,-0.04255319148936224,0.7928994082840243,0.9188029230947686
exp8,gemma:W3,en,True,qwen3_14b,False,70,0.3142857142857143,0.2857142857142857,0.5,0.45,1.0,0.32038834951456324,0.07048790112676522,0.5225029924192047,0.5073891625615764
exp8,gemma:W3,en,False,qwen3_14b,False,70,0.1,0.0,1.0,,0.2857142857142857,0.0,0.0,0.0,0.8895027624309393
exp8,gemma:W3,sl,True,qwen3_14b,False,70,0.21428571428571427,0.11428571428571428,0.7333333333333333,0.5,0.8181818181818182,0.23357664233576672,-0.048558312911703115,0.47648849797023,0.7045998030665354
exp8,gemma:W3,sl,False,qwen3_14b,False,70,0.04285714285714286,0.0,1.0,,1.0,0.0,0.0,0.0,0.9552668015763127
exp8,gemma:W4,en,True,qwen3_14b,False,70,0.6142857142857143,0.7,0.23255813953488372,0.32653061224489793,0.8,0.18238993710691823,-0.061779690772376765,0.38760977922811773,0.3239227340267459
exp8,gemma:W4,en,False,qwen3_14b,False,70,0.07142857142857142,0.0,1.0,,0.4,0.0,0.0,0.0,0.9232876712328767
exp8,gemma:W4,sl,True,qwen3_14b,False,70,0.4,0.4714285714285714,0.4642857142857143,0.5454545454545454,0.9230769230769231,0.10404624277456659,-0.11716512363764203,0.32904913982003814,0.12868901826942383
exp8,gemma:W4,sl,False,qwen3_14b,False,70,0.04285714285714286,0.014285714285714285,0.6666666666666666,0.0,1.0,0.4890510948905098,0.0,1.0,0.9697493517718236
exp8,gemma:X1,en,True,gpt41,False,36,0.4166666666666667,0.027777777777777776,1.0,1.0,0.26666666666666666,-0.05494505494505521,-0.16880081300813005,0.0,0.3207547169811321
exp8,gemma:X1,en,True,qwen3_14b,False,111,0.5135135135135135,0.36936936936936937,0.6140350877192983,0.4634146341463415,0.9428571428571428,0.03384912959381037,-0.1313428881636499,0.20647131673699695,0.04019215372297823
exp8,gemma:X1,sl,True,gpt41,False,42,0.35714285714285715,0.09523809523809523,0.8,0.25,0.5833333333333334,0.19469026548672536,-0.04612733668752811,0.46055403605154255,0.5237679895333623
exp8,gemma:X1,sl,True,qwen3_14b,False,111,0.35135135135135137,0.23423423423423423,0.48717948717948717,0.23076923076923078,1.0,0.4650086755349915,0.2892643431390462,0.6577894424086359,0.6155711020295075
exp8,gemma:X2,en,True,gpt41,False,51,0.0392156862745098,0.0196078431372549,1.0,1.0,0.0,-0.026845637583893918,-0.06249999999999995,0.0,0.9376146788990826
exp8,gemma:X2,en,True,qwen3_14b,False,111,0.05405405405405406,0.44144144144144143,0.3333333333333333,0.9183673469387755,0.0,0.054377379010331316,-0.04134466428484409,0.15430745267193843,0.3249660348062366
exp8,gemma:X2,sl,True,gpt41,False,42,0.09523809523809523,0.0,1.0,,0.0,0.0,0.0,0.0,0.8952618453865336
exp8,gemma:X2,sl,True,qwen3_14b,False,111,0.14414414414414414,0.25225225225225223,0.3125,0.6071428571428571,0.0,0.3876629889669007,0.15069123336348048,0.5754244298055359,0.7094586555621655
exp8,gemma:X3,en,True,qwen3_14b,False,111,0.954954954954955,0.954954954954955,0.018867924528301886,0.018867924528301886,0.5,0.5811320754716974,-0.013698630136988996,0.8873228352553708,0.9605718852677384
exp8,gemma:X3,en,False,qwen3_14b,False,111,0.25225225225225223,0.09009009009009009,0.6428571428571429,0.0,0.16666666666666666,0.45379989065062853,0.25594149908592345,0.6494401378122309,0.7735977337110481
exp8,gemma:X3,sl,True,qwen3_14b,False,111,0.8108108108108109,0.8558558558558559,0.044444444444444446,0.09473684210526316,0.75,0.5799126637554585,0.3516194425428877,0.7566681026247392,0.8378378378378378
exp8,gemma:X3,sl,False,qwen3_14b,False,111,0.16216216216216217,0.08108108108108109,0.6111111111111112,0.2222222222222222,0.36363636363636365,0.4601571268237936,0.173706059760507,0.6809326093899712,0.8510605356866388
exp8,gemma:X4,en,True,gpt41,False,46,0.7391304347826086,0.043478260869565216,0.9705882352941176,0.5,0.3333333333333333,-0.0289473684210526,-0.13654936620183059,0.03853437410635792,-0.41155234657039713
exp8,gemma:X4,en,True,qwen3_14b,False,111,0.7747747747747747,0.5225225225225225,0.4883720930232558,0.2413793103448276,0.8333333333333334,-0.034620505992010775,-0.18949798841748985,0.11201188828180206,0.07293064876957495
exp8,gemma:X4,sl,True,gpt41,False,53,0.9056603773584906,0.7547169811320755,0.16666666666666666,0.0,0.75,0.4854368932038836,0.1527531083481346,0.7352314891846922,0.789786812097174
exp8,gemma:X4,sl,True,qwen3_14b,False,111,0.918918918918919,0.8378378378378378,0.09803921568627451,0.010752688172043012,0.9,0.5432098765432102,0.2701938565794588,0.772729469997759,0.8739742994271559
exp8,gemma:X5,en,True,qwen3_14b,False,111,0.918918918918919,0.9459459459459459,0.0,0.02857142857142857,,0.7861271676300581,0.47887323943661986,1.0,0.9690764730463853
exp8,gemma:X5,en,False,qwen3_14b,False,111,0.12612612612612611,0.0990990990990991,0.5,0.36363636363636365,0.42857142857142855,0.5050668828536683,0.22945094261731092,0.7549668874172185,0.876147486940204
exp8,gemma:X5,sl,True,qwen3_14b,False,111,0.27927927927927926,0.9279279279279279,0.0967741935483871,0.7281553398058253,1.0,-0.020028275212064146,-0.08758187959510379,0.04615441445556338,-0.3475486381322957
exp8,gemma:X5,sl,False,qwen3_14b,False,111,0.4144144144144144,0.44144144144144143,0.13043478260869565,0.1836734693877551,1.0,0.7242007619678648,0.5795307766483281,0.8369285376650901,0.7352309771805678
exp8,gemma:Y1_1_12,en,True,qwen3_14b,False,111,0.954954954954955,0.7927927927927928,0.18867924528301888,0.022727272727272728,0.85,0.15149409312022208,-0.03451338852326021,0.35363216274288967,0.7457574180114523
exp8,gemma:Y1_1_12,sl,True,qwen3_14b,False,111,0.8648648648648649,0.8198198198198198,0.0625,0.01098901098901099,0.8333333333333334,0.763470319634703,0.5861566399064289,0.913573852571328,0.9141294137149804
exp8,gemma:Y2_13_24,en,True,qwen3_14b,False,111,0.7207207207207207,0.45045045045045046,0.5,0.2,0.75,0.13685847589424568,-0.0262309867777845,0.2943742871109662,0.12474373127267004
exp8,gemma:Y2_13_24,sl,True,qwen3_14b,False,111,0.8918918918918919,0.8198198198198198,0.10101010101010101,0.02197802197802198,1.0,0.5664062499999999,0.32677625326680904,0.7757575757575758,0.8564809826527314
exp8,gemma:Y3_25_36,en,True,qwen3_14b,False,111,0.38738738738738737,0.7207207207207207,0.37209302325581395,0.6625,0.75,-0.13081352428761253,-0.28595275932576875,0.008086293058987525,-0.2288808664259927
exp8,gemma:Y3_25_36,sl,True,qwen3_14b,False,111,0.7567567567567568,0.7027027027027027,0.19047619047619047,0.1282051282051282,0.875,0.4083640836408364,0.21509740850366188,0.5978340427729505,0.6131885806192199
exp8,gemma:Y4_37_48,en,True,qwen3_14b,False,111,0.9279279279279279,0.8738738738738738,0.10679611650485436,0.05154639175257732,0.6363636363636364,0.19927862939585156,-0.055780189959294055,0.4381210759904735,0.824523268451734
exp8,gemma:Y4_37_48,sl,True,qwen3_14b,False,111,0.9819819819819819,0.990990990990991,0.0,0.00909090909090909,,0.662613981762919,0.0,1.0,0.990744215134459
exp8,gemma:Yc24_1_24,en,True,qwen3_14b,False,111,0.8738738738738738,0.42342342342342343,0.5979381443298969,0.1702127659574468,0.8620689655172413,-0.06699679580541792,-0.1795871176036515,0.04485903509235068,-0.09261744966442946
exp8,gemma:Yc24_1_24,sl,True,qwen3_14b,False,111,0.6576576576576577,0.5495495495495496,0.2876712328767123,0.14754098360655737,0.9523809523809523,0.4420241286863272,0.27238347946139324,0.6064946873568828,0.4817120622568093
exp8,gemma:Yc36_1_36,en,True,qwen3_14b,False,111,0.5315315315315315,0.3783783783783784,0.576271186440678,0.40476190476190477,0.9411764705882353,0.09496402877697839,-0.06923302176677314,0.28634915567728914,0.08847918847113764
exp8,gemma:Yc36_1_36,en,False,qwen3_14b,False,111,0.2702702702702703,0.0,1.0,,0.13333333333333333,0.0,0.0,0.0,0.6472831267874166
exp8,gemma:Yc36_1_36,sl,True,qwen3_14b,False,111,0.42342342342342343,0.2072072072072072,0.5957446808510638,0.17391304347826086,0.9285714285714286,0.3666191155492156,0.19940758187904595,0.539323229506723,0.4926439080131409
exp8,gemma:Yc36_1_36,sl,False,qwen3_14b,False,111,0.0990990990990991,0.02702702702702703,0.7272727272727273,0.0,0.75,0.403225806451613,0.0,0.7141164569389259,0.9182696732627703
