trial,n,K,C,K_repaired,K_content_only,K_empty,C_trunc100,mean_tokens,share_truncated,J_n,J_ref,J_partial,J_complied,J_irrelevant,J_empty,J_malformed,J,n_judged,J_full,J_selection_point,J_posthoc_only,model,phase,sigma_K,K_oracle,sigma_K_repaired,sigma_K_oracle,gbf_i_C,K_journal,KL_journal,direction_scope,params_json,KL_replay,attn_cov0.10,attn_cov0.25,attn_cov0.50,attn_cov0.75,attn_mass,attn_energy,attn_centroid,attn_partic,attn_A1,attn_A2,mlp_cov0.10,mlp_cov0.25,mlp_cov0.50,mlp_cov0.75,mlp_mass,mlp_energy,mlp_centroid,mlp_partic,mlp_A1,mlp_A2,sum_cov0.10,sum_cov0.25,sum_cov0.50,sum_cov0.75,sum_mass,sum_energy,sum_centroid,sum_partic,sum_A1,sum_A2,mean_cos_in_support,run,in_paired_60,is_certification_trial,selected_by_K,selected_by_C,selected_by_J,K_replay_heretic
60,100,31,10,24,7,0,10,99.86,0.99,,,,,,,,,,False,,False,gams,tpe,4.539414,22,4.215541,4.150774,0.0,31,0.0179642792791128,global,"{""attn.o_proj.max_weight"": 1.2865233921152455, ""attn.o_proj.max_weight_position"": 35.907144749803244, ""attn.o_proj.min_weight"": 0.5924089514998193, ""attn.o_proj.min_weight_distance"": 22.675863678501404, ""direction_index"": 32.04133892260182, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.576538198859111, ""mlp.down_proj.max_weight_position"": 28.204509325998888, ""mlp.down_proj.min_weight"": 0.5968862800156369, ""mlp.down_proj.min_weight_distance"": 26.51100204134654}",0.017964279279112816,34,34,34,34,36.38644822365816,6768705022.273491,31.459647650517425,33.40771954773324,19.554141467756743,2576871314.194335,46,46,17,0,21.763702002631685,1186887617.5672393,25.282417205861048,45.21119749235006,8.864695410066387,459353495.5249572,46,46,34,34,58.150150226289846,13596821395.734123,29.147712048013947,39.026322517511005,28.41883687782313,5202700019.464518,0.3780608062619031,this artifact replay,False,False,False,False,False,31.0
61,100,27,9,13,14,0,9,99.24,0.97,,,,,,,,,,False,,False,gams,tpe,4.480618,12,3.3347046,3.2261152,0.0,27,0.0981512293219566,global,"{""attn.o_proj.max_weight"": 1.1407049591610943, ""attn.o_proj.max_weight_position"": 33.08591747490373, ""attn.o_proj.min_weight"": 0.8812401767941305, ""attn.o_proj.min_weight_distance"": 15.855713867472325, ""direction_index"": 27.71635242094774, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.9525036688761532, ""mlp.down_proj.max_weight_position"": 31.61072666877471, ""mlp.down_proj.min_weight"": 0.9584986636473846, ""mlp.down_proj.min_weight_distance"": 21.368244994450407}",0.09815122932195663,30,30,30,30,32.29729907877057,5958498176.832661,32.53485191967111,29.964285755095453,16.3933882379249,1355297542.6415694,37,37,37,37,34.59690413767395,4535244591.787342,29.04744016771885,36.99539249259362,14.767479014033354,1012431759.3943696,37,37,37,37,66.89420321644452,20879489704.989933,30.73120310901857,35.01157120404384,31.160867251958248,4709867033.277082,0.4244028454672495,this artifact replay,False,False,False,False,False,27.0
62,100,69,53,63,6,0,53,89.35,0.62,,,,,,,,,,False,,False,gams,tpe,4.5807304,60,4.6867604,4.7884426,0.0,69,0.0060840011574327,per layer,"{""attn.o_proj.max_weight"": 1.093511514792143, ""attn.o_proj.max_weight_position"": 35.887553867265126, ""attn.o_proj.min_weight"": 0.6718374060628826, ""attn.o_proj.min_weight_distance"": 11.021368837455125, ""direction_index"": 29.764921723033027, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.4545428017909351, ""mlp.down_proj.max_weight_position"": 42.06348907412926, ""mlp.down_proj.min_weight"": 0.0685312300611612, ""mlp.down_proj.min_weight_distance"": 12.527961711495909}",0.006084001157432795,22,22,22,21,20.117561329007597,4084372490.825493,35.57589602159404,21.72049300183816,20.117561329007597,4084372490.825493,16,11,0,0,5.021596197073891,552027337.37668,40.3415329516515,15.185721233360344,5.021596197073891,552027337.37668,23,23,22,21,25.139157526081483,7364045582.035585,36.52784137854498,21.696793602109096,25.139157526081483,7364045582.035585,1.0,this artifact replay,False,False,False,False,False,69.0
63,100,41,9,23,18,0,9,98.53,0.94,,,,,,,,,,False,,False,gams,tpe,4.903646,21,4.193026,4.0774527,0.0,41,0.0194420665502548,per layer,"{""attn.o_proj.max_weight"": 1.1871930022953738, ""attn.o_proj.max_weight_position"": 31.825260049518956, ""attn.o_proj.min_weight"": 0.6999250855415722, ""attn.o_proj.min_weight_distance"": 16.622310096727425, ""direction_index"": 29.06967053274347, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.40497195509525113, ""mlp.down_proj.max_weight_position"": 42.459317835940816, ""mlp.down_proj.min_weight"": 0.019621696036595165, ""mlp.down_proj.min_weight_distance"": 15.570176216484004}",0.019442066550254822,32,32,32,32,32.50362275124142,5217022837.682651,31.554903313976048,31.698621822192987,32.50362275124142,5217022837.682651,17,11,0,0,4.933196309329522,473689110.8210207,39.82606322596338,16.6781863907308,4.933196309329522,473689110.8210207,32,32,32,32,37.43681906057095,8496794176.380188,32.64482645850584,31.314021861596373,37.43681906057094,8496794176.380188,1.0,this artifact replay,False,False,False,False,False,41.0
64,100,26,4,12,14,0,4,99.67,0.99,,,,,,,,,,False,,False,gams,tpe,4.4254813,7,3.2141976,2.5805132,0.0,26,0.1315203160047531,global,"{""attn.o_proj.max_weight"": 1.1718833149678818, ""attn.o_proj.max_weight_position"": 36.456863401082146, ""attn.o_proj.min_weight"": 0.9048682144287199, ""attn.o_proj.min_weight_distance"": 18.669475635800993, ""direction_index"": 25.24673579854318, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.835061338571167, ""mlp.down_proj.max_weight_position"": 34.680231367059804, ""mlp.down_proj.min_weight"": 0.9249060131381087, ""mlp.down_proj.min_weight_distance"": 23.588493088572577}",0.1315203160047531,30,30,30,30,33.719446994507095,6667945650.775025,32.653889667378714,29.97781134978545,14.624779605594906,882312164.4388962,36,36,36,36,29.12962884629374,3451604856.019282,29.6488832937614,35.98454256814288,11.283446241731252,463669648.506813,36,36,36,36,62.84907584080083,19706531953.36458,31.26111309631269,33.91361952093353,25.90822584732616,2624814932.8239174,0.385790756741221,this artifact replay,False,False,False,False,False,26.0
65,100,27,2,14,13,0,2,100.01,1.0,,,,,,,,,,False,,False,gams,tpe,4.4004126,11,3.4506128,3.0797684,0.0,27,0.0588068515062332,global,"{""attn.o_proj.max_weight"": 1.3156908441742408, ""attn.o_proj.max_weight_position"": 32.187411727806904, ""attn.o_proj.min_weight"": 0.9112050174269143, ""attn.o_proj.min_weight_distance"": 15.907142629782873, ""direction_index"": 25.545576477312203, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.6340614954062251, ""mlp.down_proj.max_weight_position"": 31.539678019993, ""mlp.down_proj.min_weight"": 0.8671122029129363, ""mlp.down_proj.min_weight_distance"": 22.086817285262853}",0.058806851506233215,31,31,31,31,39.02240900013709,8129799337.71074,32.008465332743626,30.97890514868613,17.555537515156054,1261982606.570377,38,38,38,0,22.68191501455004,1864628234.2978,28.68290247303329,37.94642798026966,8.82925304375027,291857109.5477035,38,38,38,31,61.70432401468712,17778693268.863327,30.78602046580789,34.63739791515282,26.384790558906325,2767520580.889689,0.3827469774044171,this artifact replay,False,False,False,False,False,27.0
66,100,89,86,88,1,0,86,78.37,0.33,,,,,,,,,,False,,False,gams,tpe,3.1093943,87,3.2768948,3.3780518,0.0,89,0.0062870923429727,global,"{""attn.o_proj.max_weight"": 1.4590444708335593, ""attn.o_proj.max_weight_position"": 33.56680603126871, ""attn.o_proj.min_weight"": 0.897634922585918, ""attn.o_proj.min_weight_distance"": 12.627110391128326, ""direction_index"": 22.49563507509158, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.09070617963631444, ""mlp.down_proj.max_weight_position"": 33.23228269604805, ""mlp.down_proj.min_weight"": 0.9333902125619157, ""mlp.down_proj.min_weight_distance"": 27.211231694076485}",0.006287092342972755,26,26,26,26,35.936200973743965,9603330203.809769,33.503716093090404,25.97336150201653,13.417038256787094,684013313.3371589,0,0,0,0,3.617033691420916,40973523.586868376,27.155787300366526,40.98610990250209,1.1341933797827797,3018027.995592489,26,26,26,26,39.55323466516488,10890809721.511278,32.923215597785905,27.71050393027912,14.551231636569874,775587665.8755977,0.3120712739134375,this artifact replay,False,False,False,False,False,89.0
67,100,98,98,98,0,0,98,74.22,0.21,,,,,,,,,,False,,False,gams,tpe,1.4122667,97,1.4122667,1.6915586,0.0,98,0.0009150009718723,global,"{""attn.o_proj.max_weight"": 1.0447867052184077, ""attn.o_proj.max_weight_position"": 40.24209188049715, ""attn.o_proj.min_weight"": 0.09389004358679003, ""attn.o_proj.min_weight_distance"": 2.092590542511271, ""direction_index"": 37.867596227383345, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.10744255547813736, ""mlp.down_proj.max_weight_position"": 36.653901634341544, ""mlp.down_proj.min_weight"": 0.6237996339166391, ""mlp.down_proj.min_weight_distance"": 1.0158638922423684}",0.0009150009718723595,4,3,2,1,2.3695397970543426,498068794.171972,40.30303671407732,3.3766607778598634,2.0975996924361,389786750.47120166,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,4,3,2,1,2.3695397970543426,498068794.171972,40.30303671407732,3.3766607778598634,2.0975996924361,389786750.47120166,0.8796588790518488,this artifact replay,False,False,False,False,False,98.0
68,100,95,95,95,0,0,95,75.18,0.27,,,,,,,,,,False,,False,gams,tpe,2.201468,94,2.201468,2.3703976,0.0,95,0.0027008664328604,per layer,"{""attn.o_proj.max_weight"": 0.876980058843116, ""attn.o_proj.max_weight_position"": 44.04002041445002, ""attn.o_proj.min_weight"": 0.8835939368272501, ""attn.o_proj.min_weight_distance"": 2.661397515005847, ""direction_index"": 29.96525472703762, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7445949731681206, ""mlp.down_proj.max_weight_position"": 44.96019761862122, ""mlp.down_proj.min_weight"": 0.49991071294427514, ""mlp.down_proj.min_weight_distance"": 6.127311768844733}",0.0027008664328604937,5,5,5,5,4.153217394844244,1649250708.9337547,44.00221770482295,4.994224205884743,4.153217394844244,1649250708.9337547,9,9,7,0,5.250102940430376,1245067544.9021635,43.43156597209445,8.673500450575377,5.250102940430375,1245067544.9021635,9,9,7,5,9.40332033527462,5542640821.099137,43.68360893333179,7.294197588240271,9.40332033527462,5542640821.099136,1.0,this artifact replay,False,False,False,False,False,95.0
69,100,37,20,28,9,0,20,96.3,0.85,,,,,,,,,,False,,False,gams,tpe,4.8000617,28,4.51196,4.5092487,0.0,37,0.0090955616906285,per layer,"{""attn.o_proj.max_weight"": 1.0700394297630405, ""attn.o_proj.max_weight_position"": 38.049859710496776, ""attn.o_proj.min_weight"": 0.9476402166020039, ""attn.o_proj.min_weight_distance"": 16.123918143027915, ""direction_index"": 32.14897618112367, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.5241002020579364, ""mlp.down_proj.max_weight_position"": 46.87410696633696, ""mlp.down_proj.min_weight"": 0.10699303166677034, ""mlp.down_proj.min_weight_distance"": 7.535789464650109}",0.009095561690628529,26,26,26,26,27.19070438119828,5630346248.218246,34.57477524730378,25.994210480647567,27.19070438119828,5630346248.218246,7,5,1,0,2.5007191679808902,333772794.45568424,44.5212107692471,6.67320273167562,2.5007191679808902,333772794.4556842,26,26,26,26,29.69142354917917,7917186286.951829,35.412500050953255,25.465472369727134,29.69142354917917,7917186286.951829,1.0,this artifact replay,False,False,False,False,False,37.0
70,100,55,36,45,10,0,36,94.25,0.81,,,,,,,,,,False,,False,gams,tpe,4.953894,40,4.9086614,4.8904967,0.0,55,0.0075410110875964,per layer,"{""attn.o_proj.max_weight"": 1.0874406380258455, ""attn.o_proj.max_weight_position"": 39.046074043345136, ""attn.o_proj.min_weight"": 0.9571033154307494, ""attn.o_proj.min_weight_distance"": 14.161859456933843, ""direction_index"": 35.10199694333517, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.7062068607350344, ""mlp.down_proj.max_weight_position"": 45.34876141347939, ""mlp.down_proj.min_weight"": 0.23716184044895533, ""mlp.down_proj.min_weight_distance"": 6.153935296252862}",0.0075410110875964165,23,23,23,23,24.545633936681675,5759391752.865909,36.052809416416345,22.996599064948317,24.545633936681675,5759391752.865908,8,7,5,0,3.9517935342396617,867905282.1115525,44.1022110157473,7.355426292029713,3.9517935342396617,867905282.1115525,23,23,23,23,28.497427470921338,9948923705.870216,37.16903554690453,22.076897277832312,28.497427470921338,9948923705.870216,1.0,this artifact replay,False,False,False,False,False,55.0
71,100,97,97,97,0,0,97,73.52,0.22,100.0,97.0,0.0,3.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gams,tpe,1.6940321,96,1.6940321,1.9220487,0.0,97,0.0008423471590504,global,"{""attn.o_proj.max_weight"": 0.9571860731683777, ""attn.o_proj.max_weight_position"": 46.020527892725774, ""attn.o_proj.min_weight"": 0.02403258682418692, ""attn.o_proj.min_weight_distance"": 5.7338397508978165, ""direction_index"": 37.822607648114584, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.1771693081993121, ""mlp.down_proj.max_weight_position"": 37.60023303676391, ""mlp.down_proj.min_weight"": 0.8607945581012071, ""mlp.down_proj.min_weight_distance"": 4.766511100009815}",0.000842347159050405,7,6,4,3,4.076789598016997,1167762848.4480343,44.88412799765278,5.7452216925132005,2.8917399444685103,590308201.8000529,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,7,6,4,3,4.076789598016997,1167762848.4480343,44.88412799765278,5.7452216925132005,2.8917399444685103,590308201.8000529,0.7460082704899024,this artifact replay,False,True,False,False,False,97.0
72,100,29,1,8,21,0,1,100.0,1.0,100.0,2.0,16.0,82.0,0.0,0.0,0.0,2.0,100.0,True,2.0,False,gams,tpe,4.4741044,5,2.7088258,2.1614196,0.0,29,0.1518833935260772,per layer,"{""attn.o_proj.max_weight"": 1.3841746024659234, ""attn.o_proj.max_weight_position"": 33.60586093463302, ""attn.o_proj.min_weight"": 0.9675473865281179, ""attn.o_proj.min_weight_distance"": 17.441136057271002, ""direction_index"": 25.406200966061057, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.8258468112382618, ""mlp.down_proj.max_weight_position"": 35.67214698167511, ""mlp.down_proj.min_weight"": 0.7552741142365152, ""mlp.down_proj.min_weight_distance"": 22.222596952484768}",0.15188339352607727,31,31,31,31,42.28402990189696,9631921559.133272,32.02340135529688,30.99765419562202,42.28402990189696,9631921559.133272,34,34,34,17,25.207424536961238,3053375656.313299,31.022406685706216,33.81289823791143,25.20742453696124,3053375656.313299,34,34,34,31,67.4914544388582,23522327019.367256,31.649539244820872,32.52490498057099,67.4914544388582,23522327019.367256,1.0,this artifact replay,False,True,False,False,False,29.0
73,100,97,97,97,0,0,97,73.55,0.21,,,,,,,,,,False,,False,gams,tpe,1.6940321,96,1.6940321,1.9220487,0.0,97,0.0011005733394995,global,"{""attn.o_proj.max_weight"": 0.8522453250725381, ""attn.o_proj.max_weight_position"": 44.90955240571489, ""attn.o_proj.min_weight"": 0.17404894695213752, ""attn.o_proj.min_weight_distance"": 4.855736158830363, ""direction_index"": 40.43225763412283, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.00822315557165157, ""mlp.down_proj.max_weight_position"": 41.66446044829044, ""mlp.down_proj.min_weight"": 0.8825056097425305, ""mlp.down_proj.min_weight_distance"": 7.989680375069842}",0.0011005733394995332,7,7,5,1,4.094281002961546,1131753722.0546548,44.386451666606206,6.436161114852776,3.4460796617876235,807312002.0171659,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,7,7,5,1,4.094281002961546,1131753722.0546548,44.386451666606206,6.436161114852776,3.4460796617876235,807312002.0171659,0.8573020644176664,this artifact replay,False,False,False,False,False,97.0
74,100,97,95,96,1,0,95,80.67,0.25,,,,,,,,,,False,,False,gams,tpe,1.7199347,95,1.9678953,2.1784894,0.0,97,0.0183454118669033,global,"{""attn.o_proj.max_weight"": 1.3064267193398384, ""attn.o_proj.max_weight_position"": 33.69025040324085, ""attn.o_proj.min_weight"": 0.4256958758658015, ""attn.o_proj.min_weight_distance"": 10.207024980583338, ""direction_index"": 25.789876242965043, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.4672881362360331, ""mlp.down_proj.max_weight_position"": 28.294502267732945, ""mlp.down_proj.min_weight"": 0.8814980124043879, ""mlp.down_proj.min_weight_distance"": 23.598459714033716}",0.018345411866903305,20,20,20,15,18.77784940049333,2944536214.029387,33.574474491349584,19.033296937020506,9.35667567410286,581065626.027811,43,43,0,0,18.99645001619823,1006016717.911484,26.13047842299613,42.95022611371954,6.622395535208177,166622861.95379227,43,43,20,20,37.77429941669157,6745388001.516578,29.830937181144243,32.47459551361914,15.979071209311035,1317577148.314429,0.3407023819981254,this artifact replay,False,False,False,False,False,97.0
75,100,64,52,57,7,0,52,84.09,0.55,,,,,,,,,,False,,False,gams,tpe,4.749658,55,4.948901,4.933143,0.0,64,0.0442604981362819,global,"{""attn.o_proj.max_weight"": 1.3616588645776788, ""attn.o_proj.max_weight_position"": 28.621826829292303, ""attn.o_proj.min_weight"": 0.9880757761824841, ""attn.o_proj.min_weight_distance"": 13.43304396942803, ""direction_index"": 18.965991191118817, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.8006169533803633, ""mlp.down_proj.max_weight_position"": 30.896505680307257, ""mlp.down_proj.min_weight"": 0.842151445917874, ""mlp.down_proj.min_weight_distance"": 21.994273749598293}",0.04426049813628197,27,27,27,27,36.54434606489991,5812244578.641566,28.997723509153197,26.999673071101885,10.69378967927279,189709264.86368328,39,39,39,17,28.99189123965892,2889567263.3257,28.21667850687707,38.91668796126669,7.090015921063081,61012727.97868523,39,39,39,27,65.53623730455882,15258324667.291502,28.652205171656373,33.900488588035934,17.783805600335874,462643800.62157536,0.2455589481498236,this artifact replay,False,False,False,False,False,64.0
76,100,91,91,91,0,0,91,77.52,0.25,100.0,94.0,1.0,5.0,0.0,0.0,0.0,94.0,100.0,True,94.0,False,gams,tpe,2.8601918,90,2.8601918,2.9877326,0.0,91,0.0042065205052495,per layer,"{""attn.o_proj.max_weight"": 1.0223237236155511, ""attn.o_proj.max_weight_position"": 37.33234185934802, ""attn.o_proj.min_weight"": 0.5278514718396978, ""attn.o_proj.min_weight_distance"": 5.3583709269239685, ""direction_index"": 28.64326583426352, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.8788254822825681, ""mlp.down_proj.max_weight_position"": 45.291863949020026, ""mlp.down_proj.min_weight"": 0.09174230350282407, ""mlp.down_proj.min_weight_distance"": 10.325779370089156}",0.0042065205052495,11,11,11,6,8.513186310368063,1494248904.6391132,37.10549903018084,10.638702534144604,8.513186310368063,1494248904.639113,12,10,7,3,6.738180163233617,1662632850.314723,42.771546872714026,10.506356305556023,6.738180163233617,1662632850.3147228,16,16,16,11,15.251366473601678,4401224806.441318,39.60880594648718,14.943902754642234,15.251366473601678,4401224806.441318,1.0,this artifact replay,False,True,False,False,False,91.0
77,100,64,44,55,9,0,44,91.61,0.73,,,,,,,,,,False,,False,gams,tpe,4.764219,46,4.944141,5.0528364,0.0,64,0.0080923167988657,per layer,"{""attn.o_proj.max_weight"": 1.1646592293187334, ""attn.o_proj.max_weight_position"": 43.43642875197197, ""attn.o_proj.min_weight"": 0.8745802333370825, ""attn.o_proj.min_weight_distance"": 2.171530472769883, ""direction_index"": 27.00199562432939, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.1753957530770198, ""mlp.down_proj.max_weight_position"": 45.99522014224898, ""mlp.down_proj.min_weight"": 0.3960500571973759, ""mlp.down_proj.min_weight_distance"": 16.83533919883791}",0.008092316798865795,4,4,4,4,4.389570854210852,2192717541.610353,43.496103294376816,3.996185622193307,4.389570854210852,2192717541.610353,18,18,18,12,15.3831927668789,4296808543.690372,39.78102088140896,16.958735641130104,15.3831927668789,4296808543.690372,18,18,18,12,19.77276362108975,10786928516.968006,40.60577243326392,13.87889642972403,19.77276362108975,10786928516.968006,1.0,this artifact replay,False,False,False,False,False,64.0
78,100,87,85,86,1,0,85,81.49,0.35,,,,,,,,,,False,,False,gams,tpe,3.3515408,83,3.471522,3.7582896,0.0,87,0.0081737004220485,global,"{""attn.o_proj.max_weight"": 1.1010153013337605, ""attn.o_proj.max_weight_position"": 33.82480398450045, ""attn.o_proj.min_weight"": 0.976626040372263, ""attn.o_proj.min_weight_distance"": 22.658517763397477, ""direction_index"": 30.77866920515, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.3271887600434135, ""mlp.down_proj.max_weight_position"": 44.33650064750816, ""mlp.down_proj.min_weight"": 0.14331503316062935, ""mlp.down_proj.min_weight_distance"": 2.328293749221798}",0.008173700422048569,36,36,36,36,39.24743446308807,6177870341.545246,29.53976327371164,35.99859130976766,18.921818066400093,2151231898.663152,4,1,0,0,0.8272046479317946,92511907.55891377,44.40482019471169,3.657037666608996,0.3902954750661586,20627244.79261586,36,36,36,36,40.07463911101986,7163449689.941396,29.84660182421628,35.86511243776519,19.31211354146625,2369295519.125564,0.4804809645924813,this artifact replay,False,False,False,False,False,87.0
79,100,91,90,90,1,0,90,77.2,0.3,,,,,,,,,,False,,False,gams,tpe,2.8446422,88,2.9879048,3.1899035,0.0,91,0.003344683907926,per layer,"{""attn.o_proj.max_weight"": 0.9364594591533049, ""attn.o_proj.max_weight_position"": 39.99989842749194, ""attn.o_proj.min_weight"": 0.5828147976517472, ""attn.o_proj.min_weight_distance"": 12.545090178540148, ""direction_index"": 34.25183200848351, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.108070898882338, ""mlp.down_proj.max_weight_position"": 41.453967201204236, ""mlp.down_proj.min_weight"": 0.04314836282210126, ""mlp.down_proj.min_weight_distance"": 16.13774156765184}",0.0033446839079260826,20,20,20,11,15.428168165920738,3134786737.298543,37.99451392337379,19.63489107648654,15.428168165920738,3134786737.298543,2,0,0,0,1.4449670927421838,34465589.028453134,38.97485509906802,18.33112733303711,1.4449670927421838,34465589.028453134,20,20,20,15,16.87313525866292,3818887655.203901,38.07846754057787,19.596520916369016,16.87313525866292,3818887655.203901,1.0,this artifact replay,False,False,False,False,False,91.0
80,100,43,24,32,11,0,24,97.66,0.91,,,,,,,,,,False,,False,gams,tpe,4.8774314,28,4.604437,4.456349,0.02666666666666667,43,0.0098555125296115,global,"{""attn.o_proj.max_weight"": 1.1754193720532398, ""attn.o_proj.max_weight_position"": 30.675213184608367, ""attn.o_proj.min_weight"": 0.7979052492607722, ""attn.o_proj.min_weight_distance"": 11.451780950916294, ""direction_index"": 31.298073180908563, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.39941756420903474, ""mlp.down_proj.max_weight_position"": 34.99794834769372, ""mlp.down_proj.min_weight"": 0.5332648844659071, ""mlp.down_proj.min_weight_distance"": 27.898788892762916}",0.009855512529611588,23,23,23,23,24.28981178923729,3400428417.5310707,30.963388036781573,22.90275710864699,15.364485437408597,1563602618.5582757,40,35,0,0,12.929861708894194,652254473.9571548,28.977661887606214,39.00777144321806,6.1899425158320005,243960480.2188197,40,35,23,23,37.219673498131485,6453097119.053625,30.273560263255792,29.22259626674432,21.554427953240594,2900658885.721721,0.434144645738272,this artifact replay,False,False,False,False,False,43.0
81,100,77,67,75,2,0,67,86.92,0.51,,,,,,,,,,False,,False,gams,tpe,4.2229557,71,4.316519,4.50868,0.0,77,0.0059159491211175,per layer,"{""attn.o_proj.max_weight"": 0.9475132691752979, ""attn.o_proj.max_weight_position"": 37.73708952153043, ""attn.o_proj.min_weight"": 0.9604915350160155, ""attn.o_proj.min_weight_distance"": 13.498839575701242, ""direction_index"": 26.68862815701336, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.17887206071914002, ""mlp.down_proj.max_weight_position"": 44.59822035716188, ""mlp.down_proj.min_weight"": 0.0066545505074376565, ""mlp.down_proj.min_weight_distance"": 1.7492675350093956}",0.005915949121117592,23,23,23,23,21.417839175080164,4366204981.563252,36.02949839165221,22.997459129474315,21.417839175080168,4366204981.563252,2,0,0,0,0.3091884768301715,17679575.899452977,44.62906984291586,2.7617376393269324,0.3091884768301715,17679575.89945298,23,23,23,23,21.72702765191034,4676216567.0773535,36.15187538868128,22.96539769983513,21.72702765191034,4676216567.0773535,1.0,this artifact replay,False,False,False,False,False,77.0
82,100,45,27,37,8,0,27,95.79,0.85,100.0,44.0,23.0,33.0,0.0,0.0,0.0,44.0,100.0,True,44.0,False,gams,tpe,5.046348,33,4.826694,4.7327385,0.05063291139240506,45,0.0084277251735329,per layer,"{""attn.o_proj.max_weight"": 1.0260302921080215, ""attn.o_proj.max_weight_position"": 39.549216461435044, ""attn.o_proj.min_weight"": 0.9775148445106373, ""attn.o_proj.min_weight_distance"": 17.035530563943357, ""direction_index"": 38.9804994999799, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.4919732716799098, ""mlp.down_proj.max_weight_position"": 42.573384697950395, ""mlp.down_proj.min_weight"": 0.3608425851375082, ""mlp.down_proj.min_weight_distance"": 5.994962316600371}",0.008427725173532963,25,25,25,25,25.41113144903181,5277738960.587699,35.036170129357295,24.99899702883274,25.41113144903181,5277738960.587699,11,10,0,0,3.8080677488966095,522145955.70162976,42.23693300894165,10.379594868235856,3.8080677488966095,522145955.70162976,25,25,25,25,29.21919919792842,8578613430.4161,35.97462818576909,24.38757904205096,29.21919919792842,8578613430.4161,1.0,this artifact replay,False,True,False,False,False,45.0
83,100,36,12,22,14,0,12,99.27,0.98,,,,,,,,,,False,,False,gams,tpe,4.743869,19,4.106929,3.922721,0.0,36,0.011403638869524,global,"{""attn.o_proj.max_weight"": 1.4010686840593338, ""attn.o_proj.max_weight_position"": 32.04903192873276, ""attn.o_proj.min_weight"": 0.8577484060802245, ""attn.o_proj.min_weight_distance"": 20.96057375350027, ""direction_index"": 37.86713470358992, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.4128293036363867, ""mlp.down_proj.max_weight_position"": 29.290277188216564, ""mlp.down_proj.min_weight"": 0.9957616016253549, ""mlp.down_proj.min_weight_distance"": 23.040527476841646}",0.011403638869524002,36,36,36,36,47.29786025262017,9019334619.753565,29.66493826061916,35.94307585409627,23.32453820908333,5400059840.48591,41,41,0,0,16.893691980369667,878594009.1901774,27.0043072494805,40.99994768122972,7.208717746605622,523721228.13151664,41,41,36,36,64.19155223298984,15525715918.554115,28.964723369219534,38.08657721785772,30.53325595568896,9285998453.796549,0.426555189352352,this artifact replay,False,False,False,False,False,36.0
